Population,Line,Plate,Individual,Chr2_Crossovers,Chr3_Crossovers,Chr4_Crossovers,ChrX_Crossovers
AFC,AFC_57,AFC_57_20,AFC_57_20_B09,0,1,1,0
AFC,AFC_57,AFC_57_20,AFC_57_20_B10,2,1,0,1
AFC,AFC_57,AFC_57_20,AFC_57_20_B11,1,1,0,0
AFC,AFC_57,AFC_57_20,AFC_57_20_B12,0,0,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_C01,4,2,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_C02,2,2,1,3
AFC,AFC_57,AFC_57_20,AFC_57_20_C03,1,0,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_C04,1,0,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_C05,1,2,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_C06,2,2,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_C07,1,2,0,3
AFC,AFC_57,AFC_57_20,AFC_57_20_C08,3,0,2,4
AFC,AFC_57,AFC_57_20,AFC_57_20_C10,0,0,1,1
AFC,AFC_57,AFC_57_20,AFC_57_20_C11,1,1,2,3
AFC,AFC_57,AFC_57_20,AFC_57_20_C12,1,1,1,0
AFC,AFC_57,AFC_57_20,AFC_57_20_D01,2,0,2,2
AFC,AFC_57,AFC_57_20,AFC_57_20_D02,3,1,1,3
AFC,AFC_57,AFC_57_20,AFC_57_20_D03,1,1,0,1
AFC,AFC_57,AFC_57_20,AFC_57_20_D04,1,0,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_D05,1,1,1,1
AFC,AFC_57,AFC_57_20,AFC_57_20_D06,1,1,1,3
AFC,AFC_57,AFC_57_20,AFC_57_20_D07,0,0,0,4
AFC,AFC_57,AFC_57_20,AFC_57_20_D08,1,1,1,1
AFC,AFC_57,AFC_57_20,AFC_57_20_D09,1,1,2,3
AFC,AFC_57,AFC_57_20,AFC_57_20_D11,2,1,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_D12,1,0,2,1
AFC,AFC_57,AFC_57_20,AFC_57_20_E01,0,0,1,4
AFC,AFC_57,AFC_57_20,AFC_57_20_E02,0,0,2,0
AFC,AFC_57,AFC_57_20,AFC_57_20_E03,1,1,2,2
AFC,AFC_57,AFC_57_20,AFC_57_20_E05,1,1,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_E06,1,1,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_E07,0,1,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_E08,2,0,1,1
AFC,AFC_57,AFC_57_20,AFC_57_20_E09,3,1,2,3
AFC,AFC_57,AFC_57_20,AFC_57_20_E10,2,1,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_E11,0,1,2,1
AFC,AFC_57,AFC_57_20,AFC_57_20_E12,0,1,1,3
AFC,AFC_57,AFC_57_20,AFC_57_20_F01,0,1,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_F02,3,1,1,1
AFC,AFC_57,AFC_57_20,AFC_57_20_F03,0,1,0,3
AFC,AFC_57,AFC_57_20,AFC_57_20_F04,1,1,2,0
AFC,AFC_57,AFC_57_20,AFC_57_20_F05,1,1,1,4
AFC,AFC_57,AFC_57_20,AFC_57_20_F07,0,0,2,3
AFC,AFC_57,AFC_57_20,AFC_57_20_F08,2,1,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_F09,0,1,0,1
AFC,AFC_57,AFC_57_20,AFC_57_20_F10,1,1,4,1
AFC,AFC_57,AFC_57_20,AFC_57_20_F11,2,1,2,2
AFC,AFC_57,AFC_57_20,AFC_57_20_F12,0,0,0,1
AFC,AFC_57,AFC_57_20,AFC_57_20_G01,4,1,1,1
AFC,AFC_57,AFC_57_20,AFC_57_20_G02,1,1,2,3
AFC,AFC_57,AFC_57_20,AFC_57_20_G03,1,1,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_G04,0,0,0,3
AFC,AFC_57,AFC_57_20,AFC_57_20_G05,0,0,2,2
AFC,AFC_57,AFC_57_20,AFC_57_20_G06,2,2,0,1
AFC,AFC_57,AFC_57_20,AFC_57_20_G07,1,0,4,2
AFC,AFC_57,AFC_57_20,AFC_57_20_G08,2,1,1,1
AFC,AFC_57,AFC_57_20,AFC_57_20_G09,0,1,1,0
AFC,AFC_57,AFC_57_20,AFC_57_20_G10,0,1,2,0
AFC,AFC_57,AFC_57_20,AFC_57_20_G11,1,1,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_G12,1,0,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_H03,3,0,2,1
AFC,AFC_57,AFC_57_20,AFC_57_20_H04,1,0,0,2
AFC,AFC_57,AFC_57_20,AFC_57_20_H05,1,1,1,2
AFC,AFC_57,AFC_57_20,AFC_57_20_H06,0,0,0,1
AFC,AFC_57,AFC_57_20,AFC_57_20_H10,2,1,2,0
AFC,AFC_57,AFC_57_20,AFC_57_20_H11,0,1,1,2
AFC,AFC_60,AFC_60_15,AFC_60_15_A03,1,1,2,1
AFC,AFC_60,AFC_60_15,AFC_60_15_A04,1,2,1,4
AFC,AFC_60,AFC_60_15,AFC_60_15_A05,0,0,2,4
AFC,AFC_60,AFC_60_15,AFC_60_15_A06,1,1,1,2
AFC,AFC_60,AFC_60_15,AFC_60_15_A07,1,0,3,3
AFC,AFC_60,AFC_60_15,AFC_60_15_A08,1,1,1,5
AFC,AFC_60,AFC_60_15,AFC_60_15_A11,1,3,0,3
AFC,AFC_60,AFC_60_15,AFC_60_15_A12,1,1,1,2
AFC,AFC_60,AFC_60_15,AFC_60_15_B01,2,1,0,2
AFC,AFC_60,AFC_60_15,AFC_60_15_B02,1,0,2,4
AFC,AFC_60,AFC_60_15,AFC_60_15_B03,1,1,1,5
AFC,AFC_60,AFC_60_15,AFC_60_15_B04,0,0,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_B05,0,2,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_B06,2,0,2,3
AFC,AFC_60,AFC_60_15,AFC_60_15_B07,0,1,1,1
AFC,AFC_60,AFC_60_15,AFC_60_15_B08,2,1,2,3
AFC,AFC_60,AFC_60_15,AFC_60_15_B09,1,0,1,2
AFC,AFC_60,AFC_60_15,AFC_60_15_B10,1,1,0,2
AFC,AFC_60,AFC_60_15,AFC_60_15_B11,1,1,0,1
AFC,AFC_60,AFC_60_15,AFC_60_15_B12,2,1,1,4
AFC,AFC_60,AFC_60_15,AFC_60_15_C01,0,2,0,1
AFC,AFC_60,AFC_60_15,AFC_60_15_C03,1,0,2,3
AFC,AFC_60,AFC_60_15,AFC_60_15_C04,1,2,0,5
AFC,AFC_60,AFC_60_15,AFC_60_15_C06,1,1,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_C07,1,0,1,1
AFC,AFC_60,AFC_60_15,AFC_60_15_C08,2,0,2,1
AFC,AFC_60,AFC_60_15,AFC_60_15_C09,0,1,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_C10,1,0,0,4
AFC,AFC_60,AFC_60_15,AFC_60_15_C11,3,1,0,3
AFC,AFC_60,AFC_60_15,AFC_60_15_C12,2,1,2,3
AFC,AFC_60,AFC_60_15,AFC_60_15_D01,1,1,0,4
AFC,AFC_60,AFC_60_15,AFC_60_15_D02,1,1,0,3
AFC,AFC_60,AFC_60_15,AFC_60_15_D03,0,1,4,1
AFC,AFC_60,AFC_60_15,AFC_60_15_D04,1,0,0,3
AFC,AFC_60,AFC_60_15,AFC_60_15_D05,3,2,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_D06,1,0,1,1
AFC,AFC_60,AFC_60_15,AFC_60_15_D07,0,1,0,1
AFC,AFC_60,AFC_60_15,AFC_60_15_D08,3,0,2,NA
AFC,AFC_60,AFC_60_15,AFC_60_15_D09,0,0,4,4
AFC,AFC_60,AFC_60_15,AFC_60_15_D10,1,1,2,1
AFC,AFC_60,AFC_60_15,AFC_60_15_D11,2,0,2,1
AFC,AFC_60,AFC_60_15,AFC_60_15_D12,1,1,1,2
AFC,AFC_60,AFC_60_15,AFC_60_15_E01,0,2,0,3
AFC,AFC_60,AFC_60_15,AFC_60_15_E02,2,1,2,2
AFC,AFC_60,AFC_60_15,AFC_60_15_E03,1,1,0,1
AFC,AFC_60,AFC_60_15,AFC_60_15_E04,1,1,2,NA
AFC,AFC_60,AFC_60_15,AFC_60_15_E05,1,2,0,4
AFC,AFC_60,AFC_60_15,AFC_60_15_E06,0,1,0,2
AFC,AFC_60,AFC_60_15,AFC_60_15_E07,1,1,1,2
AFC,AFC_60,AFC_60_15,AFC_60_15_E08,1,1,1,0
AFC,AFC_60,AFC_60_15,AFC_60_15_E09,2,1,0,1
AFC,AFC_60,AFC_60_15,AFC_60_15_E10,1,1,0,0
AFC,AFC_60,AFC_60_15,AFC_60_15_E11,2,0,1,1
AFC,AFC_60,AFC_60_15,AFC_60_15_E12,1,0,2,1
AFC,AFC_60,AFC_60_15,AFC_60_15_F01,3,1,0,5
AFC,AFC_60,AFC_60_15,AFC_60_15_F02,1,1,2,0
AFC,AFC_60,AFC_60_15,AFC_60_15_F03,2,1,1,2
AFC,AFC_60,AFC_60_15,AFC_60_15_F05,1,2,1,1
AFC,AFC_60,AFC_60_15,AFC_60_15_F06,2,1,2,1
AFC,AFC_60,AFC_60_15,AFC_60_15_F07,2,1,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_F08,1,2,1,4
AFC,AFC_60,AFC_60_15,AFC_60_15_F09,1,1,1,5
AFC,AFC_60,AFC_60_15,AFC_60_15_F10,0,0,0,1
AFC,AFC_60,AFC_60_15,AFC_60_15_F11,1,2,0,4
AFC,AFC_60,AFC_60_15,AFC_60_15_F12,2,1,1,5
AFC,AFC_60,AFC_60_15,AFC_60_15_G01,1,0,2,2
AFC,AFC_60,AFC_60_15,AFC_60_15_G02,2,2,3,1
AFC,AFC_60,AFC_60_15,AFC_60_15_G03,2,0,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_G04,1,0,2,1
AFC,AFC_60,AFC_60_15,AFC_60_15_G05,2,0,0,2
AFC,AFC_60,AFC_60_15,AFC_60_15_G06,1,1,0,5
AFC,AFC_60,AFC_60_15,AFC_60_15_G07,2,2,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_G08,1,1,2,3
AFC,AFC_60,AFC_60_15,AFC_60_15_G09,0,0,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_G10,0,1,1,4
AFC,AFC_60,AFC_60_15,AFC_60_15_G11,2,1,1,1
AFC,AFC_60,AFC_60_15,AFC_60_15_G12,0,0,2,4
AFC,AFC_60,AFC_60_15,AFC_60_15_H01,0,2,3,1
AFC,AFC_60,AFC_60_15,AFC_60_15_H04,0,1,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_H07,1,0,1,4
AFC,AFC_60,AFC_60_15,AFC_60_15_H08,0,1,1,3
AFC,AFC_60,AFC_60_15,AFC_60_15_H09,0,1,1,1
AFC,AFC_60,AFC_60_15,AFC_60_15_H11,1,2,0,4
AFC,AFC_60,AFC_60_16,AFC_60_16_A01,2,1,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_A03,4,1,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_A04,2,0,2,5
AFC,AFC_60,AFC_60_16,AFC_60_16_A05,1,0,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_A06,4,1,1,0
AFC,AFC_60,AFC_60_16,AFC_60_16_A07,2,2,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_A08,2,0,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_A11,1,0,2,3
AFC,AFC_60,AFC_60_16,AFC_60_16_B01,1,0,3,3
AFC,AFC_60,AFC_60_16,AFC_60_16_B02,0,0,0,1
AFC,AFC_60,AFC_60_16,AFC_60_16_B03,4,2,0,1
AFC,AFC_60,AFC_60_16,AFC_60_16_B04,3,0,0,2
AFC,AFC_60,AFC_60_16,AFC_60_16_B05,0,0,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_B06,1,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_B07,1,2,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_B08,1,1,2,3
AFC,AFC_60,AFC_60_16,AFC_60_16_B09,2,2,1,4
AFC,AFC_60,AFC_60_16,AFC_60_16_B10,2,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_B11,1,0,0,1
AFC,AFC_60,AFC_60_16,AFC_60_16_C01,2,0,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_C02,2,0,2,1
AFC,AFC_60,AFC_60_16,AFC_60_16_C03,4,1,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_C04,0,1,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_C07,1,1,1,5
AFC,AFC_60,AFC_60_16,AFC_60_16_C08,1,2,1,0
AFC,AFC_60,AFC_60_16,AFC_60_16_C09,0,1,1,0
AFC,AFC_60,AFC_60_16,AFC_60_16_C10,1,1,0,5
AFC,AFC_60,AFC_60_16,AFC_60_16_C11,0,1,0,1
AFC,AFC_60,AFC_60_16,AFC_60_16_C12,1,0,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_D01,0,3,0,2
AFC,AFC_60,AFC_60_16,AFC_60_16_D02,0,1,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_D03,1,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_D05,0,0,3,0
AFC,AFC_60,AFC_60_16,AFC_60_16_D06,2,1,2,2
AFC,AFC_60,AFC_60_16,AFC_60_16_D07,4,0,2,2
AFC,AFC_60,AFC_60_16,AFC_60_16_D09,0,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_D10,0,1,2,2
AFC,AFC_60,AFC_60_16,AFC_60_16_D11,0,0,2,1
AFC,AFC_60,AFC_60_16,AFC_60_16_D12,1,4,0,2
AFC,AFC_60,AFC_60_16,AFC_60_16_E01,0,0,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_E02,0,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_E03,0,1,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_E04,1,1,2,1
AFC,AFC_60,AFC_60_16,AFC_60_16_E05,0,1,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_E07,1,0,0,3
AFC,AFC_60,AFC_60_16,AFC_60_16_E08,0,1,2,4
AFC,AFC_60,AFC_60_16,AFC_60_16_E09,2,0,0,1
AFC,AFC_60,AFC_60_16,AFC_60_16_E10,0,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_E11,2,0,0,2
AFC,AFC_60,AFC_60_16,AFC_60_16_E12,1,2,2,3
AFC,AFC_60,AFC_60_16,AFC_60_16_F01,0,1,2,3
AFC,AFC_60,AFC_60_16,AFC_60_16_F04,0,2,2,2
AFC,AFC_60,AFC_60_16,AFC_60_16_F05,3,1,0,1
AFC,AFC_60,AFC_60_16,AFC_60_16_F06,3,0,0,2
AFC,AFC_60,AFC_60_16,AFC_60_16_F07,1,2,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_F08,2,1,1,0
AFC,AFC_60,AFC_60_16,AFC_60_16_F09,1,0,1,5
AFC,AFC_60,AFC_60_16,AFC_60_16_F10,0,1,2,1
AFC,AFC_60,AFC_60_16,AFC_60_16_F11,1,1,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_F12,3,2,0,0
AFC,AFC_60,AFC_60_16,AFC_60_16_G01,1,2,2,1
AFC,AFC_60,AFC_60_16,AFC_60_16_G02,1,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_G06,1,0,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_G07,1,1,1,2
AFC,AFC_60,AFC_60_16,AFC_60_16_G09,4,0,1,1
AFC,AFC_60,AFC_60_16,AFC_60_16_G10,1,1,2,5
AFC,AFC_60,AFC_60_16,AFC_60_16_G11,1,0,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_G12,2,1,2,0
AFC,AFC_60,AFC_60_16,AFC_60_16_H01,0,1,1,0
AFC,AFC_60,AFC_60_16,AFC_60_16_H02,1,0,2,5
AFC,AFC_60,AFC_60_16,AFC_60_16_H03,3,1,1,0
AFC,AFC_60,AFC_60_16,AFC_60_16_H04,2,1,0,2
AFC,AFC_60,AFC_60_16,AFC_60_16_H05,2,1,2,1
AFC,AFC_60,AFC_60_16,AFC_60_16_H06,0,0,2,2
AFC,AFC_60,AFC_60_16,AFC_60_16_H08,0,2,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_H09,1,0,2,2
AFC,AFC_60,AFC_60_16,AFC_60_16_H10,4,1,1,3
AFC,AFC_60,AFC_60_16,AFC_60_16_H11,3,1,2,2
AFC,AFC_60,AFC_60_16,AFC_60_16_H12,1,1,0,1
AFC,AFC_60,AFC_60_17,AFC_60_17_A01,0,1,1,4
AFC,AFC_60,AFC_60_17,AFC_60_17_A02,1,1,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_A04,1,0,4,4
AFC,AFC_60,AFC_60_17,AFC_60_17_A05,1,3,2,3
AFC,AFC_60,AFC_60_17,AFC_60_17_A06,2,1,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_A07,1,1,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_A08,0,0,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_A09,2,1,1,0
AFC,AFC_60,AFC_60_17,AFC_60_17_A10,0,0,0,4
AFC,AFC_60,AFC_60_17,AFC_60_17_A11,0,0,0,2
AFC,AFC_60,AFC_60_17,AFC_60_17_A12,1,0,1,4
AFC,AFC_60,AFC_60_17,AFC_60_17_B01,1,1,1,5
AFC,AFC_60,AFC_60_17,AFC_60_17_B02,1,2,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_B03,2,0,2,3
AFC,AFC_60,AFC_60_17,AFC_60_17_B04,2,0,0,1
AFC,AFC_60,AFC_60_17,AFC_60_17_B05,2,0,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_B06,1,1,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_B07,1,1,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_B09,0,1,1,5
AFC,AFC_60,AFC_60_17,AFC_60_17_B10,0,0,0,4
AFC,AFC_60,AFC_60_17,AFC_60_17_B11,2,0,0,4
AFC,AFC_60,AFC_60_17,AFC_60_17_B12,1,1,1,NA
AFC,AFC_60,AFC_60_17,AFC_60_17_C01,1,0,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_C02,1,2,2,4
AFC,AFC_60,AFC_60_17,AFC_60_17_C03,0,1,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_C04,1,1,1,5
AFC,AFC_60,AFC_60_17,AFC_60_17_C05,2,0,0,4
AFC,AFC_60,AFC_60_17,AFC_60_17_C06,2,0,0,3
AFC,AFC_60,AFC_60_17,AFC_60_17_C07,0,0,2,1
AFC,AFC_60,AFC_60_17,AFC_60_17_C08,2,1,3,2
AFC,AFC_60,AFC_60_17,AFC_60_17_C09,2,0,0,4
AFC,AFC_60,AFC_60_17,AFC_60_17_C10,1,2,0,3
AFC,AFC_60,AFC_60_17,AFC_60_17_C11,1,0,0,4
AFC,AFC_60,AFC_60_17,AFC_60_17_C12,1,2,0,2
AFC,AFC_60,AFC_60_17,AFC_60_17_D01,1,1,2,3
AFC,AFC_60,AFC_60_17,AFC_60_17_D02,2,2,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_D03,1,0,0,1
AFC,AFC_60,AFC_60_17,AFC_60_17_D04,0,1,2,1
AFC,AFC_60,AFC_60_17,AFC_60_17_D05,1,0,0,3
AFC,AFC_60,AFC_60_17,AFC_60_17_D06,1,1,1,4
AFC,AFC_60,AFC_60_17,AFC_60_17_D07,1,0,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_D08,2,0,1,0
AFC,AFC_60,AFC_60_17,AFC_60_17_D09,2,1,2,1
AFC,AFC_60,AFC_60_17,AFC_60_17_D10,2,1,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_D11,4,1,2,4
AFC,AFC_60,AFC_60_17,AFC_60_17_D12,3,0,1,0
AFC,AFC_60,AFC_60_17,AFC_60_17_E01,1,0,2,1
AFC,AFC_60,AFC_60_17,AFC_60_17_E02,1,1,1,4
AFC,AFC_60,AFC_60_17,AFC_60_17_E03,0,2,0,1
AFC,AFC_60,AFC_60_17,AFC_60_17_E04,2,0,2,3
AFC,AFC_60,AFC_60_17,AFC_60_17_E05,1,1,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_E06,1,1,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_E07,1,0,1,4
AFC,AFC_60,AFC_60_17,AFC_60_17_E08,3,0,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_E09,4,1,1,0
AFC,AFC_60,AFC_60_17,AFC_60_17_E10,1,1,1,4
AFC,AFC_60,AFC_60_17,AFC_60_17_E11,4,0,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_E12,0,1,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_F01,4,1,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_F02,2,1,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_F03,1,3,0,1
AFC,AFC_60,AFC_60_17,AFC_60_17_F04,2,1,2,3
AFC,AFC_60,AFC_60_17,AFC_60_17_F06,1,0,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_F07,1,0,2,5
AFC,AFC_60,AFC_60_17,AFC_60_17_F08,1,0,2,3
AFC,AFC_60,AFC_60_17,AFC_60_17_F09,2,0,0,2
AFC,AFC_60,AFC_60_17,AFC_60_17_F10,0,0,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_F11,5,0,3,1
AFC,AFC_60,AFC_60_17,AFC_60_17_F12,0,1,2,2
AFC,AFC_60,AFC_60_17,AFC_60_17_G01,2,2,3,2
AFC,AFC_60,AFC_60_17,AFC_60_17_G02,0,1,1,3
AFC,AFC_60,AFC_60_17,AFC_60_17_G03,2,1,0,3
AFC,AFC_60,AFC_60_17,AFC_60_17_G04,1,2,1,2
AFC,AFC_60,AFC_60_17,AFC_60_17_G05,1,0,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_G06,2,1,2,0
AFC,AFC_60,AFC_60_17,AFC_60_17_G07,1,1,2,3
AFC,AFC_60,AFC_60_17,AFC_60_17_G08,0,0,1,4
AFC,AFC_60,AFC_60_17,AFC_60_17_G09,1,1,0,NA
AFC,AFC_60,AFC_60_17,AFC_60_17_G10,1,1,1,1
AFC,AFC_60,AFC_60_17,AFC_60_17_G11,1,0,2,2
AFC,AFC_60,AFC_60_17,AFC_60_17_G12,2,0,0,4
AFC,AFC_60,AFC_60_17,AFC_60_17_H01,0,2,0,2
AFC,AFC_60,AFC_60_17,AFC_60_17_H07,0,0,2,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A01,0,0,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A02,1,1,2,3
AFC,AFC_60,AFC_60_18,AFC_60_18_A03,0,1,0,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A04,1,0,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_A05,2,1,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_A06,2,1,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A07,3,0,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A08,0,1,4,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A09,2,0,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A10,1,1,0,2
AFC,AFC_60,AFC_60_18,AFC_60_18_A11,0,1,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_A12,1,1,4,2
AFC,AFC_60,AFC_60_18,AFC_60_18_B01,1,2,2,2
AFC,AFC_60,AFC_60_18,AFC_60_18_B02,1,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_B03,1,1,2,1
AFC,AFC_60,AFC_60_18,AFC_60_18_B04,0,0,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_B05,1,1,2,4
AFC,AFC_60,AFC_60_18,AFC_60_18_B06,4,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_B07,3,0,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_B08,2,1,2,2
AFC,AFC_60,AFC_60_18,AFC_60_18_B09,2,1,3,2
AFC,AFC_60,AFC_60_18,AFC_60_18_B10,2,1,2,0
AFC,AFC_60,AFC_60_18,AFC_60_18_B11,2,0,1,0
AFC,AFC_60,AFC_60_18,AFC_60_18_B12,4,1,0,2
AFC,AFC_60,AFC_60_18,AFC_60_18_C01,0,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_C02,0,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_C03,1,0,0,3
AFC,AFC_60,AFC_60_18,AFC_60_18_C04,2,0,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_C05,1,0,2,1
AFC,AFC_60,AFC_60_18,AFC_60_18_C06,2,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_C07,2,0,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_C08,1,0,0,0
AFC,AFC_60,AFC_60_18,AFC_60_18_C09,1,1,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_C10,1,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_C11,2,1,2,3
AFC,AFC_60,AFC_60_18,AFC_60_18_C12,5,2,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_D01,0,1,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_D03,1,0,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_D04,0,0,2,1
AFC,AFC_60,AFC_60_18,AFC_60_18_D05,2,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_D06,0,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_D08,1,1,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_D09,0,0,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_D10,1,0,1,1
AFC,AFC_60,AFC_60_18,AFC_60_18_D11,2,2,4,4
AFC,AFC_60,AFC_60_18,AFC_60_18_D12,3,0,0,3
AFC,AFC_60,AFC_60_18,AFC_60_18_E01,1,1,0,2
AFC,AFC_60,AFC_60_18,AFC_60_18_E02,1,1,1,0
AFC,AFC_60,AFC_60_18,AFC_60_18_E03,2,1,2,3
AFC,AFC_60,AFC_60_18,AFC_60_18_E04,1,0,2,3
AFC,AFC_60,AFC_60_18,AFC_60_18_E05,1,0,1,3
AFC,AFC_60,AFC_60_18,AFC_60_18_E06,2,0,1,0
AFC,AFC_60,AFC_60_18,AFC_60_18_E07,0,1,1,4
AFC,AFC_60,AFC_60_18,AFC_60_18_E08,0,1,3,2
AFC,AFC_60,AFC_60_18,AFC_60_18_E09,3,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_E10,1,1,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_E11,1,1,1,4
AFC,AFC_60,AFC_60_18,AFC_60_18_E12,1,1,2,3
AFC,AFC_60,AFC_60_18,AFC_60_18_F01,2,1,0,2
AFC,AFC_60,AFC_60_18,AFC_60_18_F02,3,0,0,1
AFC,AFC_60,AFC_60_18,AFC_60_18_F03,1,2,0,2
AFC,AFC_60,AFC_60_18,AFC_60_18_F04,1,2,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_F05,1,1,1,5
AFC,AFC_60,AFC_60_18,AFC_60_18_F06,3,1,1,2
AFC,AFC_60,AFC_60_18,AFC_60_18_F07,2,0,1,2
